city,date,average,minimum,maximum
Maastricht,20151004,130,94,177
Maastricht,20151005,137,82,167
Maastricht,20151006,163,136,191
Maastricht,20151007,138,116,154
Maastricht,20151008,118,107,133
Maastricht,20151009,114,67,152
Maastricht,20151010,103,56,124
Maastricht,20151011,72,34,125
Maastricht,20151012,55,4,116
Maastricht,20151013,35,9,49
Maastricht,20151014,33,23,40
Maastricht,20151015,36,16,51
Maastricht,20151016,59,42,75
Maastricht,20151017,69,54,87
Maastricht,20151018,77,60,106
Maastricht,20151019,90,77,102
Maastricht,20151020,93,82,114
Maastricht,20151021,95,62,119
Maastricht,20151022,112,92,136
Maastricht,20151023,110,62,137
Maastricht,20151024,114,93,139
Maastricht,20151025,105,67,127
Maastricht,20151026,107,61,159
Maastricht,20151027,126,59,206
Maastricht,20151028,110,79,149
Maastricht,20151029,115,72,156
Maastricht,20151030,99,50,144
Maastricht,20151031,85,28,153
Maastricht,20151101,91,28,173
Maastricht,20151102,79,16,150
Maastricht,20151103,110,21,209
Maastricht,20151104,137,108,175
Maastricht,20151105,143,108,175
Maastricht,20151106,155,138,171
Maastricht,20151107,171,140,188
Maastricht,20151108,149,97,184
Maastricht,20151109,142,122,173
Maastricht,20151110,127,121,137
Maastricht,20151111,116,106,125
Maastricht,20151112,128,108,153
Maastricht,20151113,112,68,134
Maastricht,20151114,85,63,101
Maastricht,20151115,131,101,151
Maastricht,20151116,117,109,126
Maastricht,20151117,140,118,156
Maastricht,20151118,129,112,142
Maastricht,20151119,105,74,130
Maastricht,20151120,74,47,96
Maastricht,20151121,32,17,50
Maastricht,20151122,20,1,49
Maastricht,20151123,16,-10,55
Maastricht,20151124,21,6,33
Maastricht,20151125,52,33,75
Maastricht,20151126,35,5,81
Maastricht,20151127,35,1,72
Maastricht,20151128,57,34,73
Maastricht,20151129,94,62,110
Maastricht,20151130,96,76,113
Maastricht,20151201,106,86,122
Maastricht,20151202,97,74,115
Maastricht,20151203,85,68,115
Maastricht,20151204,79,53,99
Maastricht,20151205,65,49,79
Maastricht,20151206,94,53,118
Maastricht,20151207,112,96,140
Maastricht,20151208,106,83,132
Maastricht,20151209,66,46,96
Maastricht,20151210,44,28,74
Maastricht,20151211,62,36,88
Maastricht,20151212,82,58,100
Maastricht,20151213,76,61,99
Maastricht,20151214,71,41,98
Maastricht,20151215,87,59,112
Maastricht,20151216,113,93,127
Maastricht,20151217,139,117,163
Maastricht,20151218,117,105,139
Maastricht,20151219,123,104,149
Maastricht,20151220,119,103,128
Maastricht,20151221,104,90,115
Maastricht,20151222,117,103,131
Maastricht,20151223,99,71,122
Maastricht,20151224,108,68,143
Maastricht,20151225,99,72,129
Maastricht,20151226,117,94,141
Maastricht,20151227,102,75,135
Maastricht,20151228,90,38,133
Maastricht,20151229,81,50,104
Maastricht,20151230,71,41,101
Maastricht,20151231,78,57,102
